vehicle_id,brand,timestamp,odometer_reading,engine_hours,engine_temp_c,engine_rpm,engine_load_percent,throttle_pos_percent,brake_pedal_pos_percent,vehicle_speed_kph,air_flow_rate_gps,fuel_level_percent,fuel_consumption_lph
VEH0000,Kia,1/1/2026 0:29,65775.899,1214.0983,49.7,3527.1,77.6,63.8,0,75.5,108.6,65.26,26.46
VEH0000,Kia,1/1/2026 0:30,65776.541,1214.1066,50.5,3582.7,83.2,63.8,0,77,118.6,64.85,29.55
VEH0000,Kia,1/1/2026 0:30,65777.199,1214.115,51.3,3634.4,75.6,55.9,0,78.9,111.55,64.46,27.57
VEH0000,Kia,1/1/2026 0:31,65777.846,1214.1233,51.9,3568.2,60,29,0,77.7,86.56,64.17,21.26
VEH0000,Kia,1/1/2026 0:31,65778.491,1214.1316,52.4,3530.5,53.3,25.8,0,77.4,73.19,63.92,17.91
VEH0000,Kia,1/1/2026 0:32,65779.133,1214.14,52.9,3449.2,52.9,24.3,0,77,73.78,63.67,18.01
VEH0000,Kia,1/1/2026 0:32,65779.772,1214.1483,53.4,3387.6,45.6,20.1,0,76.7,61.67,63.46,14.9
VEH0000,Kia,1/1/2026 0:33,65780.397,1214.1566,53.9,3336.5,46.2,18.2,0,75,62.22,63.25,15.48
VEH0000,Kia,1/1/2026 0:33,65781.015,1214.165,54.3,3306.4,46.5,16,0,74.2,61.02,63.04,14.83
VEH0000,Kia,1/1/2026 0:34,65781.63,1214.1733,54.8,3271.2,43.8,25.3,0,73.8,58.23,62.85,14.06
VEH0000,Kia,1/1/2026 0:34,65782.255,1214.1816,55.4,3326.8,65.7,52.4,0,75,86.8,62.56,21.04
VEH0000,Kia,1/1/2026 0:35,65782.89,1214.19,56.1,3408,67.3,44.6,0,76.2,90.84,62.25,22.25
VEH0000,Kia,1/1/2026 0:35,65783.541,1214.1983,56.9,3471.1,77.4,61.8,0,78.1,106.64,61.89,25.84
VEH0000,Kia,1/1/2026 0:36,65784.207,1214.2066,57.6,3553.6,77.1,58.8,0,79.9,109.18,61.52,26.69
VEH0000,Kia,1/1/2026 0:36,65784.875,1214.215,58.3,3558.6,63.8,44,0,80.3,90.9,61.21,22.1
VEH0000,Kia,1/1/2026 0:37,65785.554,1214.2233,59,3626.3,75.7,55.1,0,81.4,109.06,60.84,26.6
VEH0000,Kia,1/1/2026 0:37,65786.238,1214.2316,59.6,3565.8,52.7,22.3,0,82.2,75.87,60.58,18.42
VEH0000,Kia,1/1/2026 0:38,65786.923,1214.24,60.1,3538.6,50.2,24.9,0,82.2,70.86,60.34,17.45
VEH0000,Kia,1/1/2026 0:38,65787.594,1214.2483,60.6,3560.8,57.2,22.4,0,80.6,82.17,60.07,19.92
VEH0000,Kia,1/1/2026 0:39,65788.255,1214.2566,61,3532.1,48,16.2,0,79.2,67.31,59.83,16.78
VEH0000,Kia,1/1/2026 0:39,65788.914,1214.265,61.4,3529.5,58,30.3,0,79.1,82.67,59.55,20.37
VEH0000,Kia,1/1/2026 0:40,65789.568,1214.2733,61.9,3516.9,54.3,26.2,0,78.5,77.15,59.29,18.55
VEH0000,Kia,1/1/2026 0:40,65790.219,1214.2816,62.4,3498.1,57.6,28.8,0,78.1,78.2,59.02,19.45
VEH0000,Kia,1/1/2026 0:41,65790.859,1214.29,62.8,3424,49.3,21.2,0,76.8,67.73,58.8,16.28
VEH0000,Kia,1/1/2026 0:41,65791.493,1214.2983,63.2,3364.8,51.9,23.9,0,76.1,69.86,58.55,17.32
VEH0000,Kia,1/1/2026 0:42,65792.13,1214.3066,63.7,3342.4,54,27.8,0,76.4,72.9,58.31,17.67
VEH0000,Kia,1/1/2026 0:42,65792.764,1214.315,64.1,3251.9,49.7,21.6,0,76.1,66.86,58.08,16.19
VEH0000,Kia,1/1/2026 0:43,65793.407,1214.3233,64.5,3291,45.8,20.5,0,77.1,60.37,57.88,14.76
VEH0000,Kia,1/1/2026 0:43,65794.053,1214.3316,64.9,3260.1,48,24.9,0,77.6,60.92,57.67,14.8
VEH0000,Kia,1/1/2026 0:44,65794.7,1214.34,65.3,3285.1,55.1,28.7,0,77.5,72.9,57.43,17.9
VEH0000,Kia,1/1/2026 0:44,65795.339,1214.3483,65.8,3249.8,56.4,26.1,0,76.7,73.54,57.17,18.03
VEH0000,Kia,1/1/2026 0:45,65795.976,1214.3566,66.3,3264.6,54.8,26.9,0,76.5,69.82,56.93,17.4
VEH0000,Kia,1/1/2026 0:45,65796.606,1214.365,66.5,3268.8,38.3,18,0,75.5,49.85,56.76,12.33
VEH0000,Kia,1/1/2026 0:46,65797.238,1214.3733,66.9,3245.1,41.6,19.5,0,75.8,53.77,56.58,13.11
VEH0000,Kia,1/1/2026 0:46,65797.867,1214.3816,67.2,3278,44.1,24.1,0,75.5,56.81,56.39,14.02
VEH0000,Kia,1/1/2026 0:47,65798.49,1214.39,67.7,3360.5,54,28.9,0,74.8,72.6,56.14,17.77
VEH0000,Kia,1/1/2026 0:47,65799.109,1214.3983,68,3390.8,43.1,17.9,0,74.3,59.89,55.94,14.13
VEH0000,Kia,1/1/2026 0:48,65799.718,1214.4066,68.4,3339.6,49.2,24.1,0,73,64.26,55.73,15.58
VEH0000,Kia,1/1/2026 0:48,65800.324,1214.415,68.8,3321.6,47.7,23.9,0,72.7,63.22,55.51,15.49
VEH0000,Kia,1/1/2026 0:49,65800.921,1214.4233,69.2,3259.2,47.9,19.8,0,71.7,61.23,55.3,15.14
VEH0000,Kia,1/1/2026 0:49,65801.51,1214.4316,69.5,3222.1,45.7,18.1,0,70.7,60.5,55.1,14.61
VEH0000,Kia,1/1/2026 0:50,65802.094,1214.44,69.8,3195.6,41.7,19.3,0,70.1,54.21,54.91,13.24
VEH0000,Kia,1/1/2026 0:50,65802.673,1214.4483,70.2,3217.7,44.3,24.8,0,69.5,57.73,54.72,13.85
VEH0000,Kia,1/1/2026 0:51,65803.249,1214.4566,70.6,3169.5,48.3,22,0,69.2,61.16,54.51,15.2
VEH0000,Kia,1/1/2026 0:51,65803.831,1214.465,71,3232.7,53.8,27.7,0,69.8,68.9,54.28,16.79
VEH0000,Kia,1/1/2026 0:52,65804.414,1214.4733,71.4,3202.6,49,27.6,0,70,62.94,54.07,15.22
VEH0000,Kia,1/1/2026 0:52,65804.998,1214.4816,71.8,3167.9,49.4,23.1,0,70.1,64.27,53.84,16.05
VEH0000,Kia,1/1/2026 0:53,65805.574,1214.49,72.1,3125,46.2,21.3,0,69.1,58.31,53.65,14.14
VEH0000,Kia,1/1/2026 0:53,65806.147,1214.4983,72.4,3037.9,37.3,13.4,0,68.7,46.72,53.49,11.27
VEH0000,Kia,1/1/2026 0:54,65806.726,1214.5066,72.7,3045.4,43.3,17.6,0,69.5,51.89,53.31,12.85
VEH0000,Kia,1/1/2026 0:54,65807.295,1214.515,73,3027.3,40,16.7,0,68.2,46.72,53.15,11.64
VEH0000,Kia,1/1/2026 0:55,65807.87,1214.5233,73.5,3027.8,54.3,26.5,0,69.1,66.42,52.93,16.15
VEH0000,Kia,1/1/2026 0:55,65808.448,1214.5316,73.9,2990.6,50.7,24.8,0,69.4,59.34,52.72,14.49
VEH0000,Kia,1/1/2026 0:56,65809.027,1214.54,74.3,3028.4,50.2,23.9,0,69.5,61.7,52.51,15.2
VEH0000,Kia,1/1/2026 0:56,65809.601,1214.5483,74.6,3038.6,41.8,15.7,0,68.9,51.22,52.34,12.5
VEH0000,Kia,1/1/2026 0:57,65810.179,1214.5566,75,3066.7,51.4,29.5,0,69.3,63.99,52.12,15.57
VEH0000,Kia,1/1/2026 0:57,65810.747,1214.565,75.2,2986.7,30.3,0,16.9,68.2,36.58,52,8.57
VEH0000,Kia,1/1/2026 0:58,65811.282,1214.5733,75.4,2924.2,33.4,2.1,33.7,64.1,39.1,51.87,9.79
VEH0000,Kia,1/1/2026 0:58,65811.781,1214.5816,75.5,2831.3,22.6,2.4,38.2,60,26.48,51.78,6.55
VEH0000,Kia,1/1/2026 0:59,65812.254,1214.59,75.7,2796.1,26.4,0,39.5,56.7,29.1,51.68,7.07
VEH0000,Kia,1/1/2026 0:59,65812.706,1214.5983,75.8,2649.6,22.9,0,20.6,54.2,23.17,51.6,5.81
VEH0000,Kia,1/1/2026 1:00,65813.124,1214.6066,76,2575.1,29.2,2,38.5,50.2,28.91,51.5,7.16
VEH0000,Kia,1/1/2026 1:00,65813.516,1214.615,76.1,2455.2,26.4,2.3,39.7,47,25.42,51.41,6.1
VEH0000,Kia,1/1/2026 1:01,65813.9,1214.6233,76.2,2437.1,22.7,0,15.6,46.1,21.26,51.34,5.3
VEH0000,Kia,1/1/2026 1:01,65814.252,1214.6316,76.4,2431.7,27.1,0,34.5,42.3,25.55,51.25,6.29
VEH0000,Kia,1/1/2026 1:02,65814.572,1214.64,76.5,2346.2,24.5,0,36.3,38.4,23.62,51.17,6.19
VEH0000,Kia,1/1/2026 1:02,65814.877,1214.6483,76.6,2286.2,20,0,12.6,36.6,17.46,51.11,4.27
VEH0000,Kia,1/1/2026 1:03,65815.169,1214.6566,76.7,2203.5,25.6,0,16.6,35,25.09,51.02,6.04
VEH0000,Kia,1/1/2026 1:03,65815.482,1214.665,77.4,2351.9,74.5,65.4,0,37.6,69.69,50.79,17.18
VEH0000,Kia,1/1/2026 1:04,65815.804,1214.6733,77.8,2418,53.5,44.6,0,38.6,51.94,50.61,12.69
VEH0000,Kia,1/1/2026 1:04,65816.151,1214.6816,78.5,2576.5,78.3,75.7,0,41.6,79.9,50.33,19.74
VEH0000,Kia,1/1/2026 1:05,65816.508,1214.69,78.9,2584.2,58.7,46.3,0,42.8,60.44,50.13,14.84
VEH0000,Kia,1/1/2026 1:05,65816.876,1214.6983,79.5,2627.6,64.5,49.8,0,44.3,68.32,49.9,16.59
VEH0000,Kia,1/1/2026 1:06,65817.264,1214.7066,80.1,2763,78.6,68.6,0,46.5,86.19,49.61,21.1
VEH0000,Kia,1/1/2026 1:06,65817.669,1214.715,80.6,2810.8,62.3,41.4,0,48.6,69.41,49.37,16.96
VEH0000,Kia,1/1/2026 1:07,65818.093,1214.7233,81.3,2913.1,75.2,71,0,50.9,87.68,49.07,21.71
VEH0000,Kia,1/1/2026 1:07,65818.537,1214.7316,81.9,2986.5,81.5,70.6,0,53.2,97.75,48.73,23.99
VEH0000,Kia,1/1/2026 1:08,65818.997,1214.74,82.6,3098.9,74.6,66.3,0,55.2,91.72,48.42,22.59
VEH0000,Kia,1/1/2026 1:08,65819.484,1214.7483,83.2,3261.3,77.6,71.4,0,58.5,100.83,48.08,24.6
VEH0000,Kia,1/1/2026 1:09,65819.975,1214.7566,83.7,3221,62.3,42.9,0,58.9,79.6,47.81,19.68
VEH0000,Kia,1/1/2026 1:09,65820.487,1214.765,84.4,3248.2,80.9,61.4,0,61.5,105.03,47.45,25.43
VEH0000,Kia,1/1/2026 1:10,65821.008,1214.7733,84.9,3209.2,62.4,39.1,0,62.5,79.86,47.18,19.55
VEH0000,Kia,1/1/2026 1:10,65821.526,1214.7816,85.4,3155.3,63,41.6,0,62.1,80.27,46.91,19.74
VEH0000,Kia,1/1/2026 1:11,65822.059,1214.79,86,3237.9,78.2,67.2,0,64,103.74,46.55,25.4
VEH0000,Kia,1/1/2026 1:11,65822.608,1214.7983,86.6,3318.4,72,64.1,0,65.9,95.27,46.23,23.2
VEH0000,Kia,1/1/2026 1:12,65823.16,1214.8066,87.1,3314.3,58.5,40.8,0,66.3,78.57,45.96,19.37
VEH0000,Kia,1/1/2026 1:12,65823.725,1214.815,87.6,3342,66.3,49.8,0,67.9,89.39,45.66,21.97
VEH0000,Kia,1/1/2026 1:13,65824.311,1214.8233,88.3,3419.9,81.7,63.8,0,70.3,111.61,45.27,27.6
VEH0000,Kia,1/1/2026 1:13,65824.913,1214.8316,89,3475.6,79.5,66,0,72.3,110.21,44.9,27.07
VEH0000,Kia,1/1/2026 1:14,65825.531,1214.84,89.7,3586,89.7,72.1,0,74.1,131.65,44.45,32.22
VEH0000,Kia,1/1/2026 1:14,65826.164,1214.8483,90.4,3662.9,79.2,65.2,0,76,115.83,44.06,28.03
VEH0000,Kia,1/1/2026 1:15,65826.818,1214.8566,91.1,3683.7,84.7,72.3,0,78.5,123.26,43.64,30.59
VEH0000,Kia,1/1/2026 1:15,65827.488,1214.865,91.8,3746,87.4,67.5,0,80.3,131.6,43.19,31.91
VEH0000,Kia,1/1/2026 1:16,65828.169,1214.8733,92.6,3865.7,92.1,73,0,81.7,142.79,42.71,34.83
VEH0000,Kia,1/1/2026 1:16,65828.852,1214.8816,93.3,3869.5,82.1,62.6,0,82.1,126.16,42.28,30.87
VEH0000,Kia,1/1/2026 1:17,65829.554,1214.89,93.9,3867.7,79.6,57.3,0,84.2,121.8,41.86,30.04
VEH0000,Kia,1/1/2026 1:17,65830.272,1214.8983,94.5,3854.8,77.1,57.4,0,86.1,119.27,41.46,29.15
VEH0000,Kia,1/1/2026 1:18,65830.99,1214.9066,95.2,3850.9,77.8,54.3,0,86.1,122,41.05,29.63
VEH0000,Kia,1/1/2026 1:18,65831.718,1214.915,95.2,3974.8,85.1,71.7,0,87.4,135.86,40.59,32.84
VEH0000,Kia,1/1/2026 1:19,65832.456,1214.9233,95.1,4028.1,79,57.6,0,88.6,127.37,40.16,30.95
VEH0000,Kia,1/1/2026 1:19,65833.203,1214.9316,94.6,4005.6,67.5,49.7,0,89.7,106.61,39.8,26.21
VEH0000,Kia,1/1/2026 1:20,65833.957,1214.94,95.2,4049.7,83.7,59.2,0,90.5,134.85,39.34,32.93
VEH0000,Kia,1/1/2026 1:20,65834.73,1214.9483,95.1,4084.3,91.5,72.5,0,92.7,149.61,38.83,36.68
VEH0000,Kia,1/1/2026 1:21,65835.514,1214.9566,94.8,4145.1,90.8,67.3,0,94.1,151.41,38.31,37.44
VEH0000,Kia,1/1/2026 1:21,65836.31,1214.965,95.5,4163.1,83.1,60.3,0,95.6,137.79,37.84,33.81
VEH0000,Kia,1/1/2026 1:22,65837.119,1214.9733,95.3,4222.3,84.6,61.8,0,97.1,144.24,37.35,35.29
VEH0000,Kia,1/1/2026 1:22,65837.929,1214.9816,94.9,4206.6,86.3,56.5,0,97.2,143.61,36.86,35.11
VEH0000,Kia,1/1/2026 1:23,65838.746,1214.99,95.5,4210.1,69,41.4,0,98.1,118.43,36.46,29.2
VEH0000,Kia,1/1/2026 1:23,65839.57,1214.9983,94.9,4234,79.1,57.5,0,98.8,132.48,36,32.73
VEH0000,Kia,1/1/2026 1:24,65840.404,1215.0066,95.7,4290.2,88.5,61.4,0,100.2,152.58,35.48,37.42
VEH0000,Kia,1/1/2026 1:24,65841.245,1215.015,95.7,4279.8,73.6,48.1,0,100.8,125.21,35.06,30.47
VEH0000,Kia,1/1/2026 1:25,65842.096,1215.0233,95.5,4260.4,80,57.6,0,102.2,137.24,34.6,33.41
VEH0000,Kia,1/1/2026 1:25,65842.951,1215.0316,95.7,4310.1,74.8,44.4,0,102.6,129.2,34.16,31.45
VEH0000,Kia,1/1/2026 1:26,65843.8,1215.04,95.6,4292.9,62.8,22.7,0,101.8,108.31,33.79,26.31
VEH0000,Kia,1/1/2026 1:26,65844.641,1215.0483,95.5,4152.9,57.2,20.8,0,101,96.07,33.47,23.35
VEH0000,Kia,1/1/2026 1:27,65845.475,1215.0566,95.3,4122.6,58,28.9,0,100.1,95.47,33.14,23.48
VEH0000,Kia,1/1/2026 1:27,65846.302,1215.065,95.3,4020.3,51.6,19.5,0,99.1,83.56,32.86,20.23
VEH0000,Kia,1/1/2026 1:28,65847.115,1215.0733,94.8,3923.1,53.5,13.2,0,97.6,84.83,32.58,20.4
VEH0000,Kia,1/1/2026 1:28,65847.928,1215.0816,95.2,3926.8,57.1,26.6,0,97.6,88.94,32.27,21.96
VEH0000,Kia,1/1/2026 1:29,65848.741,1215.09,95.1,3850.1,49.8,21.4,0,97.5,75.71,32.01,18.96
VEH0000,Kia,1/1/2026 1:29,65849.539,1215.0983,94.7,3837.6,56,18,0,95.8,86.88,31.72,21.23
VEH0000,Kia,1/1/2026 1:30,65850.326,1215.1066,95,3736.6,47.8,17.6,0,94.5,70.58,31.48,17.32
VEH0000,Kia,1/1/2026 1:30,65851.114,1215.115,94.8,3748.3,56.3,32,0,94.5,85.73,31.19,20.94
VEH0000,Kia,1/1/2026 1:31,65851.892,1215.1233,95.2,3753.5,50.6,21.5,0,93.3,76.31,30.92,18.85
VEH0000,Kia,1/1/2026 1:31,65852.666,1215.1316,94.7,3821,56,26.6,0,92.9,85.12,30.64,20.61
VEH0000,Kia,1/1/2026 1:32,65853.427,1215.14,95.1,3842.8,50.2,21.6,0,91.3,77.94,30.37,19.09
VEH0000,Kia,1/1/2026 1:32,65854.181,1215.1483,94.8,3822.5,53.2,22.6,0,90.6,81.59,30.09,20.05
VEH0000,Kia,1/1/2026 1:33,65854.924,1215.1566,95.1,3747.3,47.1,18.2,0,89.1,71.92,29.85,17.62
VEH0000,Kia,1/1/2026 1:33,65855.662,1215.165,94.7,3748.7,61,27.7,0,88.7,92.08,29.54,22.55
VEH0000,Kia,1/1/2026 1:34,65856.391,1215.1733,95.1,3711.9,51.4,20.2,0,87.4,74.58,29.28,18.14
VEH0000,Kia,1/1/2026 1:34,65857.112,1215.1816,94.9,3628.4,52.6,20.7,0,86.6,77.85,29.02,19.31
VEH0000,Kia,1/1/2026 1:35,65857.825,1215.19,95.2,3574.7,47.8,18.9,0,85.5,67.7,28.78,16.64
VEH0000,Kia,1/1/2026 1:35,65858.531,1215.1983,94.8,3527.1,46.9,14.7,0,84.6,67.3,28.55,16.67
VEH0000,Kia,1/1/2026 1:36,65859.23,1215.2066,95.2,3499.7,52.5,20.8,0,83.9,73.04,28.31,17.65
VEH0000,Kia,1/1/2026 1:36,65859.927,1215.215,94.7,3467.9,42.5,22.3,0,83.7,58.43,28.11,14.39
VEH0000,Kia,1/1/2026 1:37,65860.613,1215.2233,95,3431.6,39.3,15.5,0,82.3,56.03,27.92,13.48
VEH0000,Kia,1/1/2026 1:37,65861.293,1215.2316,95.2,3463.8,44.4,19.8,0,81.6,59.87,27.71,14.96
VEH0000,Kia,1/1/2026 1:38,65861.976,1215.24,95.3,3430.9,49.1,28,0,81.9,66.96,27.49,16.38
VEH0000,Kia,1/1/2026 1:38,65862.651,1215.2483,95.3,3399.4,49.4,17.8,0,81,67.1,27.26,16.48
VEH0000,Kia,1/1/2026 1:39,65863.315,1215.2566,95.4,3411.8,55.5,29.5,0,79.7,75.68,27,18.41
VEH0000,Kia,1/1/2026 1:39,65863.976,1215.265,95.3,3393.5,48.4,23.7,0,79.3,65.68,26.78,15.92
VEH0000,Kia,1/1/2026 1:40,65864.631,1215.2733,95.2,3361,46.8,18.9,0,78.6,63.44,26.56,15.48
VEH0000,Kia,1/1/2026 1:40,65865.278,1215.2816,95.1,3347,43.8,14.9,0,77.7,60.98,26.36,15.02
VEH0000,Kia,1/1/2026 1:41,65865.923,1215.29,95,3244.2,39.3,14.6,0,77.3,50.66,26.18,12.47
VEH0000,Kia,1/1/2026 1:41,65866.569,1215.2983,95.3,3269,51.4,25.6,0,77.5,68.08,25.95,16.51
VEH0000,Kia,1/1/2026 1:42,65867.215,1215.3066,95.3,3291.2,52.5,22.9,0,77.5,69.24,25.72,16.7
VEH0000,Kia,1/1/2026 1:42,65867.859,1215.315,95.3,3252.4,52.2,26,0,77.3,68.61,25.48,17.26
VEH0000,Kia,1/1/2026 1:43,65868.492,1215.3233,95.1,3275.8,50.5,23.8,0,76,67.5,25.25,16.67
VEH0000,Kia,1/1/2026 1:43,65869.122,1215.3316,94.7,3208.7,44.8,12.7,0,75.5,57.12,25.06,14.04
VEH0000,Kia,1/1/2026 1:44,65869.75,1215.34,95,3250.8,47.2,23.6,0,75.4,61.24,24.85,15
